,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_cat,Marital_cat,Gender_cat,Churn_cat
8310,Rural,0,31,23191.81,Married,Female,No,9.894645,0,46.84844,220.1149,4839.25878,0,1,0,0
8311,Suburban,3,36,19364.23,Divorced,Male,Yes,7.500922,0,62.08563,265.1283,5966.47536,1,0,1,1
8312,Suburban,0,73,9950.46,Divorced,Male,No,9.093379,0,52.59645,210.127,4809.347606,1,0,1,0
8313,Suburban,3,65,52360.6,Separated,Male,No,6.583501,3,56.79639,117.4392,5348.891613,1,3,1,0
8314,Suburban,5,85,65012.85,Married,Female,No,7.761601,0,60.70855,149.9483,5209.217209,1,1,0,0
8315,Suburban,1,60,105005.6,Married,Female,No,7.612941,0,63.96787,162.5007,5493.632538,1,1,0,0
8316,Rural,3,71,10922.91,Divorced,Male,No,13.32505,1,54.59144,165.0182,4971.679712,0,0,1,0
8317,Suburban,2,89,54859.16,Never Married,Male,No,10.1755,0,44.21572,262.6106,4222.497317,1,2,1,0
8318,Urban,9,62,9230.18,Never Married,Male,No,13.00811,0,37.05135,184.9939,3756.642239,2,2,1,0
8319,Suburban,4,65,37004.73,Never Married,Female,No,8.816743,0,66.44706,169.9378,5767.740142,1,2,0,0
8320,Urban,0,37,23239.84,Divorced,Female,No,13.23123,0,64.52797,245.1457,6037.103766,2,0,0,0
8321,Rural,3,55,14106.94,Married,Female,No,11.7697,0,45.62851,175.1331,4267.521539,0,1,0,0
8322,Rural,3,60,29753.9,Separated,Female,No,13.19849,0,66.16108,210.127,6008.726494,0,3,0,0
8323,Suburban,1,76,9802.05,Separated,Male,No,12.76536,2,43.91274,192.4705,3938.300864,1,3,1,0
8324,Urban,3,35,45166.7,Separated,Female,No,8.637922,1,61.69408,204.961,5593.020458,2,3,0,0
8325,Rural,2,72,14761.9,Married,Female,No,9.540415,2,67.02374,127.4783,6037.450539,0,1,0,0
8326,Rural,1,79,113593.3,Never Married,Male,Yes,7.172198,0,44.24001,172.4404,4378.519675,0,2,1,1
8327,Suburban,1,73,20618.01,Never Married,Female,No,10.08633,0,56.67924,204.9634,5042.032681,1,2,0,0
8328,Suburban,1,54,52756.23,Widowed,Female,No,9.722124,1,58.59644,139.9568,5085.534857,1,4,0,0
8329,Urban,3,82,89484.89,Divorced,Nonbinary,No,12.74981,0,53.47075,92.5018,4445.615287,2,0,2,0
8330,Urban,0,43,6825.46,Married,Female,No,12.84155,0,55.83128,207.6386,5122.454947,2,1,0,0
8331,Suburban,1,71,29732.11,Married,Female,No,6.519561,0,71.31142,124.9643,5804.942334,1,1,0,0
8332,Urban,1,74,23283.85,Divorced,Male,No,5.819784,0,49.59222,117.4872,4596.408358,2,0,1,0
8333,Rural,1,78,83983.27,Divorced,Female,Yes,5.982841,1,40.21109,210.138,3784.965371,0,0,0,1
8334,Urban,1,27,4498.71,Divorced,Female,No,17.46416,0,63.3194,164.9715,6050.815837,2,0,0,0
8335,Rural,0,78,51371.19,Widowed,Female,No,12.88716,1,47.86746,242.6326,4430.367889,0,4,0,0
8336,Suburban,4,18,16151.73,Married,Female,No,7.692979,1,60.45695,222.6281,6227.256543,1,1,0,0
8337,Suburban,1,18,30686.01,Separated,Male,No,7.070032,0,66.02069,124.9607,6108.607607,1,3,1,0
8338,Suburban,3,52,20240.87,Widowed,Male,No,8.732089,0,66.13718,157.4836,5739.899898,1,4,1,0
8339,Suburban,3,35,3157.81,Divorced,Female,No,15.27827,2,65.13745,184.9647,5807.53439,1,0,0,0
8340,Suburban,3,38,62064.97,Never Married,Female,No,15.18246,0,71.68832,182.4538,6273.353878,1,2,0,0
8341,Urban,5,37,47777.77,Married,Female,No,14.62375,0,40.78534,157.4698,3610.264679,2,1,0,0
8342,Urban,1,89,28658.87,Separated,Male,No,13.26656,1,70.77468,169.9378,6033.581345,2,3,1,0
8343,Rural,4,51,30913.36,Never Married,Male,No,13.2899,1,65.93469,117.472,5765.178653,0,2,1,0
8344,Suburban,4,84,54091.65,Married,Male,No,8.2556,2,57.26943,169.9671,5107.688262,1,1,1,0
8345,Urban,1,49,11267.89,Separated,Female,No,6.764861,2,63.71082,117.4686,5832.660558,2,3,0,0
8346,Suburban,1,85,22535.7,Married,Female,No,10.03575,0,67.49463,245.175,6225.546359,1,1,0,0
8347,Suburban,8,37,30049.79,Divorced,Female,No,7.775248,1,43.04477,134.9509,3905.467558,1,0,0,0
8348,Rural,2,60,13547.69,Divorced,Nonbinary,No,11.58313,0,42.25122,207.4974,3878.814514,0,0,2,0
8349,Rural,0,73,46826.7,Never Married,Male,No,7.802713,0,65.47514,127.482,5446.877589,0,2,1,0
8350,Urban,1,43,21569.82,Divorced,Male,No,7.599065,0,44.57297,92.48802,3788.13967,2,0,1,0
8351,Urban,4,24,113912.9,Widowed,Male,No,11.89461,0,65.52159,129.9483,6233.347563,2,4,1,0
8352,Rural,0,29,35989.93,Married,Female,No,9.230836,0,52.53037,169.9447,4636.42318,0,1,0,0
8353,Suburban,2,25,23449.18,Married,Male,No,9.889813,1,48.03223,182.4433,4896.176201,1,1,1,0
8354,Urban,8,57,33692.36,Married,Female,No,10.58605,1,71.53791,162.4538,6766.152872,2,1,0,0
8355,Rural,0,79,74519.58,Separated,Female,No,15.41723,0,51.41852,194.9882,4505.604532,0,3,0,0
8356,Suburban,0,62,25647.81,Never Married,Female,No,9.021887,0,58.4866,240.1149,5277.732479,1,2,0,0
8357,Rural,1,32,44165.04,Separated,Male,Yes,10.47355,0,48.49789,217.4725,4557.472307,0,3,1,1
8358,Suburban,2,24,37694.14,Divorced,Female,No,8.645692,1,59.49864,139.9678,5311.713263,1,0,0,0
8359,Rural,0,57,21253.32,Married,Male,No,4.612988,0,60.08382,179.9794,5229.143504,0,1,1,0
8360,Rural,3,75,49737.57,Divorced,Female,No,12.54984,0,50.94315,162.4676,4946.54616,0,0,0,0
8361,Rural,1,23,70354.12,Separated,Female,No,8.775775,0,54.50263,162.4526,4945.724284,0,3,0,0
8362,Suburban,0,71,48628.18,Widowed,Female,No,9.836612,0,45.22174,204.961,4032.926983,1,4,0,0
8363,Suburban,3,68,33056.02,Never Married,Female,No,10.5873,0,67.88471,124.9607,6076.692844,1,2,0,0
8364,Suburban,3,20,20215.1,Never Married,Male,No,7.570833,0,63.59872,117.472,5644.627475,1,2,1,0
8365,Suburban,1,47,35305.34,Separated,Male,No,8.135591,0,69.75643,167.4564,6000.121571,1,3,1,0
8366,Urban,0,54,78242.35,Never Married,Male,No,7.296658,0,43.46156,182.4833,3871.367991,2,2,1,0
8367,Rural,3,35,37955.41,Never Married,Male,No,4.545091,1,54.63591,192.4885,4951.560917,0,2,1,0
8368,Rural,0,56,7203.02,Widowed,Male,No,10.96178,0,50.3835,164.9785,5014.025544,0,4,1,0
8369,Rural,6,79,22243.66,Married,Female,No,13.3254,0,45.88967,104.9643,4263.127961,0,1,0,0
8370,Suburban,0,78,52286.02,Married,Female,No,13.08501,0,66.2073,220.1615,5943.037284,1,1,0,0
8371,Urban,3,65,20138.55,Never Married,Male,No,7.645854,1,57.4079,210.1051,5754.451842,2,2,1,0
8372,Suburban,4,47,28226.03,Never Married,Female,No,7.071665,0,55.42229,169.9378,4923.409973,1,2,0,0
8373,Suburban,4,61,12170.42,Widowed,Female,No,8.968022,0,40.96005,155.0084,3893.3098,1,4,0,0
8374,Suburban,3,30,20769.65,Divorced,Male,No,8.318438,0,59.48183,162.447,5781.09568,1,0,1,0
8375,Urban,8,46,17847.64,Divorced,Male,No,12.49717,2,69.53236,144.9607,6106.543065,2,0,1,0
8376,Rural,4,40,27211.31,Separated,Male,Yes,11.67884,0,39.22782,202.65,4443.924934,0,3,1,1
8377,Rural,1,57,79248.45,Never Married,Male,Yes,11.64092,0,52.56715,240.1149,4886.937383,0,2,1,1
8378,Rural,3,41,11388.33,Widowed,Male,No,10.08809,1,41.75833,192.4705,3938.094495,0,4,1,0
8379,Urban,8,34,103098.0,Separated,Female,No,13.63887,0,56.64692,157.4836,5092.941424,2,3,0,0
8380,Urban,2,83,43672.55,Never Married,Female,No,12.54155,2,70.01227,114.9509,6193.095055,2,2,0,0
8381,Urban,8,67,24088.27,Separated,Female,No,9.411341,0,69.24438,140.0049,6024.530188,2,3,0,0
8382,Rural,0,53,10475.58,Widowed,Nonbinary,No,5.327354,1,71.32046,137.4686,5994.956113,0,4,2,0
8383,Suburban,3,72,32596.51,Married,Male,No,4.332488,0,65.24225,124.9607,5929.34648,1,1,1,0
8384,Suburban,0,43,12824.19,Separated,Female,No,10.21764,0,48.50031,194.9581,4429.501145,1,3,0,0
8385,Rural,3,74,18785.9,Never Married,Male,No,10.74516,1,53.15277,220.1185,4873.126502,0,2,1,0
8386,Suburban,1,78,25684.14,Separated,Female,No,8.563528,0,59.35209,117.4392,5407.054485,1,3,0,0
8387,Rural,2,24,64277.43,Widowed,Female,No,8.619676,0,55.22442,94.97283,5156.063895,0,4,0,0
8388,Suburban,5,75,85614.86,Widowed,Female,No,8.434635,1,62.72855,104.9781,5706.02232,1,4,0,0
8389,Urban,2,35,17300.45,Widowed,Nonbinary,No,6.275178,0,56.43572,79.97886,4726.723807,2,4,2,0
8390,Rural,8,80,25324.77,Married,Male,Yes,9.380632,0,61.70044,237.6549,6375.589567,0,1,1,1
8391,Suburban,0,74,70618.67,Married,Male,No,12.09357,0,69.38376,152.4555,6426.704792,1,1,1,0
8392,Suburban,0,33,22295.17,Separated,Male,No,12.83245,0,45.91919,169.9378,4149.794964,1,3,1,0
8393,Suburban,0,67,32672.77,Never Married,Male,No,6.307844,0,70.99616,114.9658,5999.083618,1,2,1,0
8394,Suburban,1,39,119599.4,Married,Male,No,4.876124,0,38.92029,184.9785,3747.78242,1,1,1,0
8395,Urban,0,32,52543.98,Never Married,Male,No,5.086843,0,63.88028,207.4673,5777.144351,2,2,1,0
8396,Urban,0,43,34471.13,Widowed,Male,No,10.01693,0,68.00942,235.1372,6692.362545,2,4,1,0
8397,Rural,5,25,39654.43,Married,Female,No,14.48531,1,63.04815,200.1465,6023.971515,0,1,0,0
8398,Suburban,0,89,24220.94,Divorced,Female,No,11.50669,0,64.33856,172.4848,5540.302436,1,0,0,0
8399,Rural,0,65,52905.61,Never Married,Male,No,5.818841,1,62.23314,149.9447,5773.964084,0,2,1,0
8400,Suburban,4,76,47254.65,Separated,Female,No,8.342814,0,59.14986,169.9671,5205.709911,1,3,0,0
8401,Urban,1,58,24040.95,Separated,Male,No,12.12826,0,71.7825,147.4783,6111.281156,2,3,1,0
8402,Suburban,1,72,72654.19,Divorced,Female,No,11.40682,0,43.93445,159.965,3798.956979,1,0,0,0
8403,Urban,7,28,58391.65,Never Married,Female,No,10.14164,0,68.97498,159.9642,6296.620487,2,2,0,0
8404,Urban,3,52,10892.54,Married,Female,No,9.29496,1,43.69919,127.4421,4235.170641,2,1,0,0
8405,Suburban,0,89,22554.89,Married,Male,No,2.269867,0,50.76631,162.5005,4431.684055,1,1,1,0
8406,Suburban,4,57,57497.76,Separated,Female,No,9.154572,0,36.98095,220.1323,3668.332806,1,3,0,0
8407,Rural,2,38,57108.11,Separated,Male,No,11.07482,1,54.8376,162.4937,5015.195312,0,3,1,0
8408,Urban,1,30,2468.7,Never Married,Male,No,9.485819,0,64.08859,149.989,5732.340761,2,2,1,0
8409,Suburban,1,22,17563.31,Divorced,Male,No,11.36276,0,45.96907,124.9935,4043.335333,1,0,1,0
8410,Suburban,6,27,74305.5,Divorced,Male,No,6.975482,0,48.04306,222.65,4856.923385,1,0,1,0
8411,Suburban,1,36,31962.04,Never Married,Male,No,11.60075,1,60.16674,220.1185,5510.855205,1,2,1,0
8412,Rural,1,85,146600.8,Widowed,Female,No,15.991,1,64.15463,137.4836,5738.897418,0,4,0,0
8413,Rural,6,84,9275.55,Divorced,Male,No,9.32007,2,41.72598,137.4698,4059.807666,0,0,1,0
8414,Urban,0,31,19683.44,Separated,Male,No,10.31058,0,53.86603,242.6326,5123.028136,2,3,1,0
8415,Suburban,2,82,18679.11,Never Married,Male,No,6.584119,0,63.96033,162.4689,5514.499448,1,2,1,0
8416,Rural,3,87,5043.14,Never Married,Male,No,9.256176,0,58.34548,154.9919,5567.462774,0,2,1,0
8417,Suburban,3,75,17740.18,Never Married,Male,No,18.1762,0,59.46147,192.4705,5277.177679,1,2,1,0
8418,Rural,0,70,46656.47,Widowed,Male,No,14.89582,0,70.59181,164.9853,6602.811435,0,4,1,0
8419,Rural,2,19,13240.53,Widowed,Male,No,6.921566,0,55.62538,79.97886,4798.898882,0,4,1,0
8420,Rural,1,77,42679.8,Never Married,Female,No,6.950896,0,54.06613,242.6326,4972.337033,0,2,0,0
8421,Rural,3,80,14009.63,Divorced,Female,No,10.37611,0,60.98195,182.4433,5725.421883,0,0,0,0
8422,Suburban,1,70,52171.43,Widowed,Female,No,11.06332,0,51.53345,220.1185,4644.934479,1,4,0,0
8423,Rural,0,33,32076.79,Married,Male,No,8.016783,0,64.48611,172.4742,5666.607489,0,1,1,0
8424,Suburban,2,54,27479.16,Never Married,Male,No,8.238358,1,65.63056,132.4798,6238.373858,1,2,1,0
8425,Suburban,3,23,37542.28,Separated,Female,No,10.67482,0,51.53674,172.4705,5129.540139,1,3,0,0
8426,Suburban,4,58,5026.38,Married,Male,Yes,12.23929,1,48.76309,129.9926,4409.527019,1,1,1,1
8427,Urban,2,41,23024.38,Married,Female,No,11.86028,0,71.02583,220.1149,6849.08497,2,1,0,0
8428,Suburban,1,55,93186.26,Divorced,Female,No,8.332958,1,47.52483,117.4858,4185.014737,1,0,0,0
8429,Rural,4,59,61395.66,Separated,Female,No,11.51296,0,68.03642,117.4392,6273.278412,0,3,0,0
8430,Urban,4,80,53563.03,Separated,Female,No,12.29361,0,63.37764,262.6106,5836.607029,2,3,0,0
8431,Rural,0,84,27123.66,Divorced,Female,No,12.32696,0,69.36684,165.0113,5986.22023,0,0,0,0
8432,Suburban,1,60,17595.42,Widowed,Male,No,8.974128,0,64.91577,187.656,5902.115401,1,4,1,0
8433,Rural,7,24,6695.49,Separated,Female,No,10.96135,0,60.74742,157.4698,5350.10612,0,3,0,0
8434,Suburban,4,61,34411.1,Divorced,Female,No,12.81844,1,65.25348,137.4686,5598.578895,1,0,0,0
8435,Rural,2,68,25568.0,Widowed,Male,No,11.3868,0,60.80126,197.484,5961.810975,0,4,1,0
8436,Urban,2,49,73309.86,Widowed,Male,No,10.56199,0,55.75197,235.1417,5697.928731,2,4,1,0
8437,Urban,1,71,25190.07,Widowed,Male,No,16.01645,2,61.23692,182.4608,5396.238934,2,4,1,0
8438,Urban,5,32,22117.1,Widowed,Male,No,6.468919,0,42.93116,190.1737,4390.887942,2,4,1,0
8439,Suburban,0,58,24526.83,Separated,Female,No,8.112139,0,64.76289,242.6281,5912.297497,1,3,0,0
8440,Rural,1,35,52337.71,Divorced,Female,No,14.25864,0,63.70616,182.4653,5602.325929,0,0,0,0
8441,Suburban,0,31,80309.69,Separated,Female,No,12.1242,1,66.74044,112.4844,5598.395048,1,3,0,0
8442,Suburban,1,43,89970.37,Never Married,Female,Yes,11.44246,1,43.69814,235.1555,4732.920025,1,2,0,1
8443,Rural,1,19,36574.47,Never Married,Male,No,9.897425,0,55.89461,192.4885,5045.584915,0,2,1,0
8444,Rural,0,53,31894.71,Widowed,Male,No,8.29404,1,61.2082,184.9496,5827.639737,0,4,1,0
8445,Suburban,2,41,27472.28,Separated,Female,No,6.391658,0,67.75127,124.9935,5714.326706,1,3,0,0
8446,Rural,0,50,39651.69,Divorced,Female,No,11.87438,0,67.11199,159.965,5739.420369,0,0,0,0
8447,Rural,1,77,4489.66,Separated,Male,No,11.84221,0,55.18746,147.4564,5121.506186,0,3,1,0
8448,Suburban,7,56,42789.24,Divorced,Female,No,8.91884,1,71.97435,164.9785,6916.339606,1,0,0,0
8449,Suburban,2,55,23279.78,Married,Female,No,10.37357,1,41.67396,287.6427,4168.120303,1,1,0,0
8450,Suburban,0,27,29353.41,Never Married,Male,No,7.662668,0,68.55339,139.9349,6438.459484,1,2,1,0
8451,Rural,1,68,35741.44,Separated,Male,No,7.626861,0,61.13096,149.9845,5397.392962,0,3,1,0
8452,Rural,1,61,32502.96,Never Married,Female,No,10.03188,2,68.41538,117.4392,6205.418228,0,2,0,0
8453,Rural,4,37,26887.33,Separated,Male,No,11.00147,0,66.23131,287.6427,6347.9348,0,3,1,0
8454,Urban,1,23,53640.47,Widowed,Female,No,10.44139,0,59.64391,217.484,5487.953653,2,4,0,0
8455,Suburban,8,33,94258.71,Separated,Male,No,13.33174,0,67.39064,255.1665,6579.180799,1,3,1,0
8456,Rural,3,88,30836.33,Married,Male,No,7.908562,1,70.17136,137.4872,5884.793295,0,1,1,0
8457,Urban,0,74,164529.0,Widowed,Male,Yes,13.85993,0,62.99453,245.1457,5837.201318,2,4,1,1
8458,Suburban,1,25,43088.83,Separated,Female,No,10.699,1,56.26037,242.6326,5322.61702,1,3,0,0
8459,Suburban,2,68,14038.55,Separated,Female,No,15.92998,0,46.66033,104.9781,4320.023398,1,3,0,0
8460,Rural,4,83,13285.84,Married,Female,No,10.42544,0,69.06894,184.9785,6083.905265,0,1,0,0
8461,Rural,1,62,6759.91,Separated,Female,No,15.28653,1,68.45528,240.1149,6125.329205,0,3,0,0
8462,Suburban,3,20,40074.01,Married,Male,No,16.68122,0,65.05265,235.1372,6617.854017,1,1,1,0
8463,Rural,0,23,6820.51,Widowed,Female,No,10.93998,1,64.48112,149.9447,6048.807482,0,4,0,0
8464,Rural,2,76,114044.9,Separated,Female,No,12.40842,0,69.45823,119.9897,5938.504348,0,3,0,0
8465,Urban,2,55,22716.52,Divorced,Female,No,12.66535,1,71.24754,139.9979,6127.777658,2,0,0,0
8466,Urban,1,58,52797.42,Separated,Male,Yes,17.67735,0,62.69829,267.6427,6310.736148,2,3,1,1
8467,Urban,0,84,17260.93,Widowed,Female,No,10.47784,1,38.58318,147.5031,3296.618156,2,4,0,0
8468,Urban,2,77,62292.07,Married,Male,No,3.406276,0,62.71436,152.4441,5861.982807,2,1,1,0
8469,Suburban,0,56,6435.12,Separated,Male,No,8.799224,1,70.63479,169.9671,6171.479592,1,3,1,0
8470,Rural,6,22,100257.6,Never Married,Male,No,13.51521,0,60.04717,147.4421,5434.193829,0,2,1,0
8471,Suburban,0,63,23355.34,Widowed,Male,No,14.05088,0,52.9247,127.4783,4932.430411,1,4,1,0
8472,Rural,6,36,52413.54,Separated,Male,No,7.344589,0,69.86605,185.0077,6519.120707,0,3,1,0
8473,Rural,1,61,27720.47,Never Married,Male,No,11.63665,0,53.39442,220.1615,5026.753166,0,2,1,0
8474,Rural,0,76,43216.69,Never Married,Male,No,2.61208,0,61.36647,195.0062,5351.472842,0,2,1,0
8475,Rural,5,85,24029.52,Never Married,Male,No,4.48479,0,71.80608,219.9902,6491.869404,0,2,1,0
8476,Suburban,7,33,60815.04,Married,Female,No,7.707569,0,50.40492,162.5299,4727.495412,1,1,0,0
8477,Suburban,1,49,8692.66,Widowed,Female,No,10.75517,0,67.60425,117.4858,5849.950819,1,4,0,0
8478,Rural,0,61,29727.21,Separated,Male,No,8.575295,0,60.42738,162.4818,5394.817414,0,3,1,0
8479,Urban,0,72,27058.36,Never Married,Female,No,7.88648,0,71.99132,222.6326,6840.191109,2,2,0,0
8480,Suburban,4,53,49125.36,Widowed,Male,No,16.4764,1,52.26662,184.9496,5218.124457,1,4,1,0
8481,Urban,0,85,65640.28,Separated,Male,No,13.78754,0,63.81393,222.6281,6206.567047,2,3,1,0
8482,Urban,4,77,33567.58,Widowed,Male,No,7.83842,0,50.44094,182.4433,4984.621447,2,4,1,0
8483,Suburban,0,53,20832.66,Divorced,Female,No,5.828119,2,37.04844,129.9621,3715.869075,1,0,0,0
8484,Suburban,4,71,20631.55,Widowed,Male,No,6.397555,0,60.26349,172.4555,5398.88963,1,4,1,0
8485,Rural,1,88,55933.65,Never Married,Female,No,12.44411,0,66.10035,217.484,5803.869496,0,2,0,0
8486,Suburban,0,42,32929.09,Separated,Female,No,11.08114,1,46.03183,119.9568,4478.070702,1,3,0,0
8487,Suburban,5,44,16465.85,Divorced,Female,No,6.665835,0,53.24575,149.9483,4732.155898,1,0,0,0
8488,Rural,0,25,22821.11,Widowed,Male,No,15.25427,1,61.35418,140.0049,5351.73548,0,4,1,0
8489,Rural,4,53,35950.39,Widowed,Male,No,8.081922,0,59.60557,127.4421,5648.297688,0,4,1,0
8490,Rural,10,43,107341.5,Never Married,Female,No,2.106053,0,56.34451,152.4798,5299.289196,0,2,0,0
8491,Urban,3,51,10770.7,Separated,Female,No,9.606947,3,61.74695,182.4653,5450.903985,2,3,0,0
8492,Urban,3,28,25747.86,Married,Male,No,11.9755,0,71.99418,192.4705,6458.177025,2,1,1,0
8493,Suburban,2,53,4978.33,Separated,Male,No,10.5758,0,61.84543,190.1737,5779.47654,1,3,1,0
8494,Urban,3,84,30407.3,Divorced,Female,No,12.51342,0,45.34674,184.9496,4471.648469,2,0,0,0
8495,Rural,1,75,99132.61,Separated,Female,No,9.073224,0,70.99524,202.4433,6087.218845,0,3,0,0
8496,Rural,0,89,5435.86,Never Married,Female,No,8.358239,0,66.89948,184.961,6163.633177,0,2,0,0
8497,Suburban,0,37,20406.36,Never Married,Female,No,8.849924,0,51.58987,194.9699,4608.506607,1,2,0,0
8498,Urban,0,61,108956.8,Divorced,Female,Yes,7.357459,1,43.40615,200.1323,4472.040669,2,0,0,1
8499,Rural,3,35,67999.95,Widowed,Male,No,13.47448,0,53.91114,149.9778,4810.280705,0,4,1,0
8500,Rural,1,34,17175.88,Married,Male,No,9.008521,2,44.14809,242.6326,4347.709252,0,1,1,0
8501,Suburban,1,88,27192.54,Married,Male,No,14.00066,0,49.22149,152.4624,4738.397058,1,1,1,0
8502,Rural,1,82,54381.23,Widowed,Male,No,9.37573,0,52.60487,184.9797,5048.660319,0,4,1,0
8503,Suburban,1,64,57498.9,Divorced,Male,Yes,5.604732,1,55.02676,265.1283,5234.71552,1,0,1,1
8504,Rural,0,52,15358.09,Widowed,Male,No,10.74978,2,50.60009,159.965,4462.198964,0,4,1,0
8505,Suburban,0,69,58722.42,Separated,Male,Yes,9.914814,1,48.60336,212.6228,5002.761216,1,3,1,1
8506,Rural,2,20,28990.97,Married,Female,No,14.05835,0,66.03662,194.9744,5877.566424,0,1,0,0
8507,Suburban,2,86,66115.1,Separated,Female,No,10.24939,0,68.87713,277.6513,6366.330959,1,3,0,0
8508,Rural,5,68,51061.01,Married,Female,No,1.45088,0,60.1745,184.9939,5426.206923,0,1,0,0
8509,Rural,2,67,46704.87,Widowed,Female,No,10.56609,1,64.2498,210.1051,6230.665916,0,4,0,0
8510,Rural,4,22,115758.0,Widowed,Male,No,9.168674,0,54.65479,117.4858,5016.831193,0,4,1,0
8511,Rural,0,76,36398.01,Never Married,Male,No,8.191336,0,70.50947,124.9643,5774.340454,0,2,1,0
8512,Suburban,0,37,47833.67,Separated,Male,No,10.15639,0,67.06183,149.9447,6261.418751,1,3,1,0
8513,Urban,0,35,5644.85,Never Married,Female,No,11.88471,0,43.02146,120.0035,3926.009965,2,2,0,0
8514,Urban,1,46,12619.97,Married,Male,No,3.957036,0,49.8063,172.5104,4439.411899,2,1,1,0
8515,Rural,1,85,8667.17,Married,Female,No,10.18947,0,65.91489,242.6573,6020.902258,0,1,0,0
8516,Suburban,9,20,48552.54,Divorced,Male,No,9.012997,0,63.8887,139.9512,6265.689465,1,0,1,0
8517,Rural,1,23,55153.17,Married,Male,No,9.091744,0,69.93109,159.9349,6181.750229,0,1,1,0
8518,Urban,1,78,43174.81,Married,Male,No,8.256297,0,68.38161,147.4783,5767.046848,2,1,1,0
8519,Rural,1,37,14976.23,Widowed,Female,No,12.37749,0,62.8566,197.6288,5770.590829,0,4,0,0
8520,Rural,1,50,7369.88,Married,Female,No,9.298875,0,56.24647,217.4725,5086.304493,0,1,0,0
8521,Rural,2,54,10992.89,Widowed,Male,Yes,11.18575,0,64.86438,184.9797,6175.765224,0,4,1,1
8522,Suburban,4,50,31421.54,Widowed,Male,No,10.19811,0,65.2372,164.9647,6293.093113,1,4,1,0
8523,Urban,8,37,76587.52,Married,Male,Yes,14.20099,1,48.70941,207.6094,4779.956484,2,1,1,1
8524,Suburban,2,49,47836.42,Married,Male,Yes,8.873568,0,55.49261,230.1344,5277.646823,1,1,1,1
8525,Rural,1,37,112961.8,Widowed,Male,No,9.570437,1,62.59584,184.9785,5694.262968,0,4,1,0
8526,Urban,1,20,112839.8,Never Married,Male,No,14.05877,0,68.79248,182.447,6101.712749,2,2,1,0
8527,Suburban,2,24,24879.0,Widowed,Male,No,8.232258,0,56.0677,245.147,5815.707647,1,4,1,0
8528,Rural,3,75,37720.52,Married,Female,No,8.982395,0,56.75264,147.4738,4835.295615,0,1,0,0
8529,Urban,0,68,32738.97,Never Married,Female,No,15.24321,0,67.00862,149.9845,5765.925076,2,2,0,0
8530,Rural,3,74,99699.68,Widowed,Nonbinary,No,11.36648,0,66.85966,127.4586,5738.328374,0,4,2,0
8531,Urban,2,47,26920.29,Married,Female,No,10.25356,1,68.70194,147.4601,5794.589213,2,1,0,0
8532,Rural,0,29,105294.0,Never Married,Female,No,8.069085,1,64.9377,149.9447,6066.547252,0,2,0,0
8533,Rural,3,62,17495.04,Widowed,Male,No,11.71658,1,55.55389,207.6094,5104.889837,0,4,1,0
8534,Suburban,3,52,60011.51,Divorced,Nonbinary,No,13.59404,0,67.25716,179.9476,5820.087969,1,0,2,0
8535,Suburban,0,89,29453.49,Separated,Female,No,3.605531,1,68.11166,207.4754,6277.222751,1,3,0,0
8536,Rural,2,80,13973.69,Widowed,Male,No,13.085,1,69.64918,152.4441,6420.370535,0,4,1,0
8537,Rural,1,75,27106.57,Divorced,Female,No,10.34783,0,59.56187,137.4684,5092.536093,0,0,0,0
8538,Suburban,1,67,37390.82,Widowed,Female,No,9.457734,0,68.6504,235.1591,6217.645459,1,4,0,0
8539,Rural,3,25,68500.11,Married,Female,No,19.65711,0,61.3684,220.1185,5659.896824,0,1,0,0
8540,Rural,2,54,38962.14,Widowed,Male,No,16.62973,0,68.34963,172.4567,6376.192688,0,4,1,0
8541,Rural,10,45,30450.75,Divorced,Male,No,6.31343,0,65.90337,169.9447,6034.619881,0,0,1,0
8542,Urban,1,63,63719.51,Widowed,Male,Yes,10.98742,0,45.75297,277.6513,4563.265438,2,4,1,1
8543,Suburban,2,65,16949.89,Married,Female,No,9.411526,0,70.56361,137.4836,6360.392801,1,1,0,0
8544,Urban,2,80,91629.36,Never Married,Male,No,6.008386,0,57.0815,164.9785,5545.726878,2,2,1,0
8545,Suburban,0,33,51477.31,Never Married,Male,No,9.312883,1,60.0122,175.0211,5447.179024,1,2,1,0
8546,Urban,1,77,24934.12,Never Married,Male,No,7.006661,1,71.3386,117.4835,6100.344382,2,2,1,0
8547,Rural,1,79,17965.81,Never Married,Male,No,11.77757,0,61.9146,222.6326,6069.414411,0,2,1,0
8548,Rural,2,53,28702.52,Never Married,Male,No,10.3045,0,67.39326,174.9768,6387.155472,0,2,1,0
8549,Rural,6,44,4954.67,Widowed,Female,No,7.581553,2,65.38821,219.9902,6084.157683,0,4,0,0
8550,Suburban,0,77,20312.0,Widowed,Female,No,8.286499,0,52.69236,112.4551,4224.557626,1,4,0,0
8551,Suburban,9,43,26492.19,Separated,Male,No,9.643831,0,68.02064,147.4564,6530.78052,1,3,1,0
8552,Suburban,3,82,47909.78,Married,Male,No,9.60347,0,44.68507,124.9607,4212.149496,1,1,1,0
8553,Urban,0,41,23995.11,Married,Male,Yes,15.17134,0,64.5943,235.1555,6467.932969,2,1,1,1
